location_id,city,state,country,postal_code,region,currency,store_type,opened_date,is_active
L00325,Chennai,Tamil Nadu,India,600001,South,INR,Store,2022-01-12,Y
L00326,Pune,Maharashtra,India,411001,West,INR,Pickup Point,2023-08-21,Y
L00327,Kolkata,West Bengal,India,700001,East,INR,Pickup Point,2020-06-23,Y
L00328,Ahmedabad,Gujarat,India,380001,West,INR,Service Center,2024-10-17,Y
L00329,Jaipur,Rajasthan,India,302001,North,INR,Service Center,2020-06-13,Y
L00330,Lucknow,Uttar Pradesh,India,226001,North,INR,Store,2023-12-04,Y
L00331,New York,New York,United States,10001,Northeast,USD,Store,2023-09-02,Y
L00332,Los Angeles,California,United States,90001,West,USD,Pickup Point,2022-12-15,Y
L00333,Chicago,Illinois,United States,60601,Midwest,USD,Service Center,2023-09-22,N
L00334,London,England,United Kingdom,SW1A1AA,Europe,GBP,Service Center,2018-08-25,N
L00335,Manchester,England,United Kingdom,M11AE,Europe,GBP,Store,2018-01-13,Y
L00336,Toronto,Ontario,Canada,M5H2N2,North America,CAD,Pickup Point,2024-01-26,Y
L00337,Sydney,New South Wales,Australia,2000,Oceania,AUD,Service Center,2022-08-02,Y
L00338,Singapore,Central,Singapore,018956,Asia,SGD,Service Center,2022-04-16,N
L00339,Dubai,Dubai,United Arab Emirates,00000,Middle East,AED,Service Center,2024-01-18,Y
L00340,Berlin,Berlin,Germany,10115,Europe,EUR,Warehouse,2022-05-29,Y
L00341,Bangalore,Karnataka,India,560001,South,INR,Store,2021-05-07,N
L00342,Mumbai,Maharashtra,India,400001,West,INR,Service Center,2020-10-10,N
L00343,Delhi,Delhi,India,110001,North,INR,Store,2022-09-14,Y
L00344,Hyderabad,Telangana,India,500001,South,INR,Store,2018-07-19,Y
L00345,Chennai,Tamil Nadu,India,600001,South,INR,Warehouse,2018-08-20,Y
L00346,Pune,Maharashtra,India,411001,West,INR,Pickup Point,2021-08-06,Y
L00347,Kolkata,West Bengal,India,700001,East,INR,Warehouse,2021-02-01,Y
L00348,Ahmedabad,Gujarat,India,380001,West,INR,Warehouse,2022-10-16,N
L00349,Jaipur,Rajasthan,India,302001,North,INR,Service Center,2021-07-29,N
L00350,Lucknow,Uttar Pradesh,India,226001,North,INR,Warehouse,2023-04-24,Y
L00351,New York,New York,United States,10001,Northeast,USD,Warehouse,2018-08-25,N
L00352,Los Angeles,California,United States,90001,West,USD,Warehouse,2020-11-10,Y
L00353,Chicago,Illinois,United States,60601,Midwest,USD,Service Center,2019-01-14,Y
L00354,London,England,United Kingdom,SW1A1AA,Europe,GBP,Store,2020-02-10,Y
L00355,Manchester,England,United Kingdom,M11AE,Europe,GBP,Pickup Point,2018-03-04,Y
L00356,Toronto,Ontario,Canada,M5H2N2,North America,CAD,Store,2023-05-16,Y
L00357,Sydney,New South Wales,Australia,2000,Oceania,AUD,Service Center,2024-03-11,Y
L00358,Singapore,Central,Singapore,018956,Asia,SGD,Pickup Point,2022-01-13,N
L00359,Dubai,Dubai,United Arab Emirates,00000,Middle East,AED,Service Center,2021-08-04,Y
L00360,Berlin,Berlin,Germany,10115,Europe,EUR,Warehouse,2018-03-08,Y
L00361,Bangalore,Karnataka,India,560001,South,INR,Service Center,2020-03-14,Y
L00362,Mumbai,Maharashtra,India,400001,West,INR,Warehouse,2021-10-14,Y
L00363,Delhi,Delhi,India,110001,North,INR,Service Center,2021-12-13,Y
L00364,Hyderabad,Telangana,India,500001,South,INR,Warehouse,2024-01-30,Y
L00365,Chennai,Tamil Nadu,India,600001,South,INR,Store,2018-07-18,Y
L00366,Pune,Maharashtra,India,411001,West,INR,Warehouse,2019-09-11,Y
L00367,Kolkata,West Bengal,India,700001,East,INR,Store,2023-06-03,N
L00368,Ahmedabad,Gujarat,India,,West,INR,Service Center,2023-12-09,Y
L00369,Jaipur,Rajasthan,India,302001,North,INR,Service Center,2020-01-05,Y
L00370,Lucknow,Uttar Pradesh,India,226001,North,INR,Warehouse,2023-11-27,Y
L00371,New York,New York,United States,10001,Northeast,USD,Service Center,2022-07-22,N
L00372,Los Angeles,California,United States,90001,West,USD,Warehouse,2018-11-27,Y
L00373,Chicago,Illinois,United States,60601,Midwest,USD,Service Center,2018-02-08,Y
L00374,London,England,United Kingdom,SW1A1AA,Europe,GBP,Pickup Point,2019-01-26,Y
L00375,Manchester,England,United Kingdom,M11AE,Europe,GBP,Service Center,2018-11-01,Y
L00376,Toronto,Ontario,Canada,M5H2N2,North America,CAD,Store,2021-07-12,Y
L00377,Sydney,New South Wales,Australia,2000,Oceania,AUD,Service Center,2021-05-10,Y
L00378,Singapore,Central,Singapore,018956,Asia,SGD,Service Center,2024-01-24,Y
L00379,Dubai,Dubai,United Arab Emirates,00000,Middle East,AED,Store,2021-11-17,Y
L00380,Berlin,Berlin,Germany,10115,Europe,EUR,Store,2024-09-05,N
L00381,Bangalore,Karnataka,India,560001,South,INR,Pickup Point,2023-01-20,N
L00382,Mumbai,Maharashtra,India,400001,West,INR,Service Center,2024-07-27,N
L00383,Delhi,Delhi,India,110001,North,INR,Warehouse,2018-12-03,Y
L00384,Hyderabad,Telangana,Indai,500001,South,INR,Warehouse,2021-07-21,Y
L00385,Chennai,Tamil Nadu,India,600001,South,INR,Pickup Point,2021-01-09,Y
L00386,Pune,Maharashtra,India,411001,West,INR,Service Center,2023-09-30,N
L00387,,West Bengal,India,700001,East,INR,Store,2021-08-21,N
L00388,Ahmedabad,Gujarat,India,380001,West,INR,Store,2024-04-10,Y
L00389,Jaipur,Rajasthan,India,302001,North,INR,Service Center,2021-01-06,Y
L00390,Lucknow,Uttar Pradesh,India,226001,North,INR,Warehouse,2022-09-21,Y
L00391,New York,New York,United States,10001,Northeast,USD,Pickup Point,2023-07-24,Y
L00392,Los Angeles,California,United States,90001,West,USD,Store,2021-09-22,N
L00393,Chicago,Illinois,United States,60601,Midwest,USD,Pickup Point,2024-08-31,Y
L00394,London,England,United Kingdom,SW1A1AA,Europe,GBP,Warehouse,2019-12-29,N
L00395,Manchester,England,United Kingdom,M11AE,Europe,GBP,Service Center,2020-09-19,Y
L00396,Toronto,Ontario,Canada,M5H2N2,North America,CAD,Service Center,2024-04-28,Y
L00397,Sydney,New South Wales,Australia,2000,Oceania,AUD,Store,2023-03-06,Y
L00398,Singapore,Central,Singapore,018956,Asia,SGD,Store,2022-08-03,N
L00399,Dubai,Dubai,United Arab Emirates,00000,Middle East,AED,Pickup Point,2022-09-30,N
L00400,Berlin,Berlin,Germany,10115,Europe,EUR,Service Center,2023-12-29,N
L00401,Bangalore,Karnataka,India,560001,South,INR,Pickup Point,2024-01-09,Y
L00402,Mumbai,Maharashtra,India,400001,West,INR,Pickup Point,2018-07-01,N
L00403,Delhi,Delhi,India,110001,North,INR,Service Center,2019-02-08,Y
L00404,Hyderabad,Telangana,India,500001,South,INR,Warehouse,2022-05-22,N
L00405,Chennai,Tamil Nadu,India,600001,South,INR,Warehouse,2018-04-11,N
L00406,Pune,Maharashtra,India,411001,West,INR,Store,2019-08-04,Y
L00407,Kolkata,West Bengal,India,700001,East,INR,Warehouse,2021-11-27,N
L00408,Ahmedabad,Gujarat,India,380001,West,INR,Service Center,2021-05-14,Y
L00409,Jaipur,Rajasthan,India,302001,North,INR,Pickup Point,2019-11-05,Y
L00410,Lucknow,Uttar Pradesh,India,226001,North,INR,Pickup Point,2023-03-08,Y
L00411,New York,New York,United States,10001,Northeast,USD,Warehouse,2022-11-06,N
L00412,,California,United States,90001,West,USD,Warehouse,2022-10-26,N
L00413,Chicago,Illinois,United States,60601,Midwest,USD,Pickup Point,2018-09-14,Y
L00414,London,England,United Kingdom,SW1A1AA,Europe,GBP,Pickup Point,2023-02-18,Y
L00415,Manchester,England,United Kingdom,M11AE,Europe,GBP,Pickup Point,2022-05-27,Y
L00416,Toronto,Ontario,Canada,M5H2N2,North America,CAD,Warehouse,2021-05-03,Y
L00417,Sydney,New South Wales,Australia,2000,Oceania,AUD,Warehouse,2020-01-20,Y
L00418,Singapore,Central,Singapore,018956,Asia,SGD,Service Center,2024-06-12,N
L00419,Dubai,Dubai,United Arab Emirates,00000,Middle East,AED,Warehouse,2023-06-29,Y
L00420,Berlin,Berlin,Germany,10115,Europe,EUR,Service Center,2022-01-10,Y
L00421,Bangalore,Karnataka,India,560001,South,INR,Service Center,2023-09-02,N
L00422,Mumbai,Maharashtra,India,400001,West,INR,Service Center,2018-12-05,Y
L00423,Delhi,Delhi,India,110001,North,INR,Store,2024-01-12,Y
L00424,Hyderabad,Telangana,India,500001,South,INR,Service Center,2019-04-09,Y
L00425,Chennai,Tamil Nadu,India,600001,South,INR,Pickup Point,2018-06-20,N
L00426,Pune,Maharashtra,India,411001,West,INR,Store,2020-10-10,Y
L00427,Kolkata,West Bengal,India,700001,East,INR,Pickup Point,2018-12-23,N
L00428,Ahmedabad,Gujarat,India,380001,West,INR,Warehouse,2024-08-05,Y
L00429,Jaipur,Rajasthan,India,302001,North,INR,Service Center,2019-07-25,Y
L00430,Lucknow,Uttar Pradesh,India,226001,North,INR,Pickup Point,2024-09-10,Y
L00431,New York,New York,United States,10001,Northeast,USD,Pickup Point,2023-10-09,Y
L00432,Los Angeles,California,United States,90001,West,USD,Service Center,2021-02-09,Y
L00433,Chicago,Illinois,United States,60601,Midwest,USD,Warehouse,2020-10-10,N
L00434,London,England,United Kingdom,SW1A1AA,Europe,GBP,Pickup Point,2022-03-17,N
L00435,Manchester,England,United Kingdom,M11AE,Europe,GBP,Store,2021-02-13,Y
L00436,Toronto,Ontario,Canada,M5H2N2,North America,CAD,Store,2019-01-17,N
L00437,Sydney,New South Wales,Australia,2000,Oceania,AUD,Store,2022-06-18,Y
L00438,Singapore,Central,Singapore,018956,Asia,SGD,Service Center,2021-03-07,Y
L00439,Dubai,Dubai,United Arab Emirates,00000,Middle East,AED,Service Center,2018-07-18,Y
L00440,Berlin,Berlin,Germany,,Europe,EUR,Service Center,2019-10-10,N
L00441,Bangalore,Karnataka,India,560001,South,INR,Service Center,2019-06-25,Y
L00442,Mumbai,Maharashtra,India,400001,West,INR,Pickup Point,2022-01-16,Y
L00443,Delhi,Delhi,India,110001,North,INR,Warehouse,2021-06-05,Y
L00444,Hyderabad,Telangana,India,,South,INR,Store,2023-05-08,Y
L00445,Chennai,Tamil Nadu,India,,South,INR,Service Center,2021-11-08,Y
L00446,Pune,Maharashtra,India,411001,West,INR,Warehouse,2020-07-26,N
L00447,Kolkata,West Bengal,India,700001,East,INR,Store,2021-05-10,Y
L00448,Ahmedabad,Gujarat,Indai,380001,West,INR,Warehouse,2019-08-09,Y
L00449,Jaipur,Rajasthan,India,302001,North,INR,Warehouse,2020-05-22,Y
L00450,Lucknow,Uttar Pradesh,India,226001,North,INR,Service Center,2018-12-22,Y
L00451,New York,New York,United States,10001,Northeast,USD,Service Center,2022-10-25,Y
L00452,Los Angeles,California,United States,90001,West,USD,Store,2024-09-27,Y
L00453,Chicago,Illinois,United States,60601,Midwest,USD,Pickup Point,2024-10-21,Y
L00454,London,England,United Kingdom,SW1A1AA,Europe,GBP,Store,2020-09-07,N
L00455,Manchester,England,United Kingdom,M11AE,Europe,GBP,Store,2018-02-19,Y
L00456,Toronto,Ontario,Canada,M5H2N2,North America,CAD,Service Center,2019-12-09,N
L00457,Sydney,New South Wales,Australia,2000,Oceania,AUD,Store,2018-02-26,Y
L00458,Singapore,Central,Singapore,018956,Asia,SGD,Service Center,2023-08-15,N
L00459,Dubai,Dubai,United Arab Emirates,00000,Middle East,AED,Warehouse,2021-06-23,Y
L00460,Berlin,Berlin,Germany,10115,Europe,EUR,Warehouse,2022-05-20,Y
L00461,Bangalore,Karnataka,India,560001,South,INR,Warehouse,2018-12-20,N
L00462,,Maharashtra,India,400001,West,INR,Store,2019-12-21,Y
L00463,Delhi,Delhi,India,110001,North,INR,Store,2021-11-21,Y
L00464,Hyderabad,Telangana,India,500001,South,INR,Pickup Point,2019-04-29,Y
L00465,Chennai,Tamil Nadu,India,600001,South,INR,Store,2024-06-19,Y
L00466,Pune,Maharashtra,India,411001,West,INR,Store,2024-05-10,Y
L00467,Kolkata,West Bengal,Indai,700001,East,INR,Store,2019-04-18,Y
L00468,Ahmedabad,Gujarat,India,380001,West,INR,Store,2023-04-17,Y
L00469,Jaipur,Rajasthan,India,302001,North,INR,Store,2022-09-14,Y
L00470,Lucknow,Uttar Pradesh,India,226001,North,INR,Pickup Point,2018-11-16,Y
L00471,New York,New York,United States,10001,Northeast,USD,Store,2023-10-14,Y
L00472,Los Angeles,California,United States,90001,West,USD,Service Center,2021-06-26,Y
L00473,Chicago,Illinois,United States,60601,Midwest,USD,Pickup Point,2024-04-28,Y
L00474,London,England,United Kingdom,SW1A1AA,Europe,GBP,Pickup Point,2023-07-14,Y
L00475,Manchester,England,United Kingdom,M11AE,Europe,GBP,Warehouse,2022-08-07,Y
L00476,Toronto,Ontario,Canada,M5H2N2,North America,CAD,Store,2018-01-06,N
L00477,Sydney,New South Wales,Australia,2000,Oceania,AUD,Store,2020-09-02,N
L00478,Singapore,Central,Singapore,018956,Asia,SGD,Warehouse,2019-01-17,Y
L00479,Dubai,Dubai,United Arab Emirates,00000,Middle East,AED,Service Center,2022-03-06,N
L00480,Berlin,Berlin,Germany,10115,Europe,EUR,Store,2022-06-04,Y
L00481,Bangalore,Karnataka,India,560001,South,INR,Warehouse,2020-12-05,Y
L00482,Mumbai,Maharashtra,India,400001,West,INR,Pickup Point,2021-01-18,Y
L00483,Delhi,Delhi,India,110001,North,INR,Store,2019-11-05,N
L00484,Hyderabad,Telangana,India,500001,South,INR,Pickup Point,2020-04-30,N
L00485,Chennai,Tamil Nadu,India,600001,South,INR,Store,2021-05-31,Y
L00486,Pune,Maharashtra,India,411001,West,INR,Warehouse,2020-10-13,Y
L00487,Kolkata,West Bengal,India,700001,East,INR,Pickup Point,2019-12-14,Y
L00488,Ahmedabad,Gujarat,India,380001,West,INR,Warehouse,2019-02-22,Y
L00489,Jaipur,Rajasthan,India,302001,North,INR,Warehouse,2022-06-29,Y
L00490,Lucknow,Uttar Pradesh,India,226001,North,INR,Store,2020-11-26,Y
L00491,New York,New York,United States,10001,Northeast,USD,Service Center,2019-01-12,Y
L00492,Los Angeles,California,United States,90001,West,USD,Store,2024-06-08,N
L00493,Chicago,Illinois,United States,60601,Midwest,USD,Store,2022-10-14,Y
L00494,London,England,United Kingdom,SW1A1AA,Europe,GBP,Pickup Point,2019-09-01,Y
L00495,Manchester,England,United Kingdom,M11AE,Europe,GBP,Pickup Point,2024-03-05,N
L00496,Toronto,Ontario,Canada,M5H2N2,North America,CAD,Warehouse,2023-11-24,Y
L00497,Sydney,New South Wales,Australia,2000,Oceania,AUD,Store,2022-01-10,N
L00498,Singapore,Central,Singapore,018956,Asia,SGD,Pickup Point,2020-01-07,Y
L00499,Dubai,Dubai,United Arab Emirates,00000,Middle East,AED,Pickup Point,2023-04-17,Y
L00500,Berlin,Berlin,Germany,10115,Europe,EUR,Warehouse,2020-09-14,Y
L00501,Bangalore,Karnataka,India,560001,South,INR,Store,2020-06-17,N
L00502,Mumbai,Maharashtra,India,400001,West,INR,Warehouse,2024-08-23,Y
L00503,Delhi,Delhi,India,110001,North,INR,Store,2021-12-11,Y
L00504,Hyderabad,Telangana,India,500001,South,INR,Service Center,2019-12-21,N
L00505,Chennai,Tamil Nadu,India,,South,INR,Warehouse,2023-05-12,Y
L00506,Pune,Maharashtra,India,411001,West,INR,Warehouse,2019-12-28,Y
L00507,Kolkata,West Bengal,India,700001,East,INR,Warehouse,2023-11-26,Y
L00508,Ahmedabad,Gujarat,India,380001,West,INR,Service Center,2021-10-10,Y
L00509,Jaipur,Rajasthan,India,302001,North,INR,Service Center,2023-06-19,Y
L00510,Lucknow,Uttar Pradesh,India,226001,North,INR,Pickup Point,2024-08-09,Y
L00511,New York,New York,United States,10001,Northeast,USD,Pickup Point,2018-01-08,N
L00512,Los Angeles,California,United States,90001,West,USD,Store,2021-07-27,Y
L00513,Chicago,Illinois,United States,60601,Midwest,USD,Service Center,2018-11-15,Y
L00514,,England,United Kingdom,SW1A1AA,Europe,GBP,Store,2021-10-07,N
L00515,Manchester,England,United Kingdom,M11AE,Europe,GBP,Store,2019-03-19,Y
L00516,Toronto,Ontario,Canada,M5H2N2,North America,CAD,Service Center,2022-08-23,N
L00517,Sydney,New South Wales,Australia,2000,Oceania,AUD,Service Center,2023-05-18,Y
L00518,Singapore,Central,Singapore,018956,Asia,SGD,Store,2021-07-29,Y
L00519,Dubai,Dubai,United Arab Emirates,00000,Middle East,AED,Warehouse,2019-10-22,Y
L00520,Berlin,Berlin,Germany,10115,Europe,EUR,Store,2023-06-01,Y
L00011,New York,New York,United States,10001,Northeast,USD,Service Center,2024-03-31,Y
L00026,Pune,Maharashtra,India,411001,West,INR,Store,2018-09-20,Y
L00101,Bangalore,Karnataka,India,560001,South,INR,Service Center,2022-04-02,Y
