product_id,sku,product_name,category,brand,unit_price,cost_price,tax_rate,supplier_name,is_active,created_date
P00202,SPO-SWI-00202,SwiftRun Dumbbell Set,Sports,SwiftRun,2686.29,1845.74,5,Northstar Traders,Y,2023-06-15
P00203,ELE-BLU-00203,BluePeak Power Bank 20000mAh,Electronics,BluePeak,2094.39,1469.92,12,Pacific Imports,Y,2021-08-23
P00204,FAS-PRI-00204,PrimeWorks Leather Wallet,Fashion,PrimeWorks,971.97,578.33,18,Bharat Supply Co,Y,2024-11-15
P00205,ELE-PRI-00205,PrimeWorks Wireless Mouse,,PrimeWorks,994.41,639.37,18,Global Distributors,Y,2020-08-05
P00206,FAS-TEC-00206,TechPro Men Cotton Shirt,Fashion,TechPro,1195.08,721.95,28,Bharat Supply Co,N,2024-07-21
P00207,SPO-SWI-00207,SwiftRun Cricket Bat,Sports,SwiftRun,2263.16,1533.85,18,Northstar Traders,Y,2023-03-27
P00208,HOM-NOV-00208,Nova Air Fryer,Home & Kitchen,Nova,7764.38,4527.56,28,Metro Wholesale,Y,2021-07-16
P00209,GRO-PRI-00209,PrimeWorks Organic Honey,Grocery,PrimeWorks,609.84,422.83,28,Pacific Imports,N,2024-04-24
P00210,BOO-PRI-00210,PrimeWorks Data Engineering Handbook,Books,PrimeWorks,1362.99,978.78,18,Northstar Traders,Y,2020-05-17
P00211,SPO-NOV-00211,Nova Football,Sports,Nova,1081.03,833.69,18,Northstar Traders,Y,2025-11-13
P00212,GRO-NOV-00212,Nova Organic Honey,Grocery,Nova,560.69,377.91,5,Bharat Supply Co,Y,2025-04-04
P00213,BOO-GRE-00213,GreenLeaf SQL Interview Guide,Books,GreenLeaf,692.82,536.86,12,Global Distributors,Y,2022-12-02
P00214,HOM-APE-00214,Apex Dinner Set,Home & Kitchen,Apex,2780.21,1715.68,5,Bharat Supply Co,N,2020-12-03
P00215,BEA-TEC-00215,TechPro Sunscreen SPF50,Beauty,TechPro,540.91,332.46,5,Global Distributors,Y,2021-09-11
P00216,HOM-FRE-00216,FreshNest Water Bottle Steel,Home & Kitchen,FreshNest,625.34,458.91,18,Global Distributors,Y,2021-09-23
P00217,GRO-FRE-00217,FreshNest Almonds 500g,Grocery,FreshNest,723.16,518.49,18,Global Distributors,Y,2021-04-20
P00218,GRO-SWI-00218,SwiftRun Green Tea Pack,Grocery,SwiftRun,400.81,289.81,28,Northstar Traders,N,2022-12-11
P00219,ELE-SWI-00219,SwiftRun Mechanical Keyboard,Electronics,SwiftRun,3508.8,2184.61,5,Global Distributors,Y,2024-11-03
P00220,FAS-TEC-00220,TechPro Running Shoes,Fashion,TechPro,2869.55,1643.11,28,Northstar Traders,Y,2022-03-09
P00221,HOM-HOM-00221,HomeEase Water Bottle Steel,Home & Kitchen,HomeEase,511.68,282.42,28,Global Distributors,Y,2024-12-31
P00222,FAS-APE-00222,Apex Women Kurti,Fashion,Apex,1030.52,588.58,12,Pacific Imports,Y,2021-05-06
P00223,GRO-PRI-00223,PrimeWorks Organic Honey,Grocery,PrimeWorks,584.47,346.3,12,Bharat Supply Co,Y,2025-03-27
P00224,GRO-GRE-00224,GreenLeaf Green Tea Pack,Grocery,GreenLeaf,393.28,276.69,18,Metro Wholesale,Y,2023-02-09
P00225,FAS-TEC-00225,TechPro Men Cotton Shirt,Fashion,TechPro,1231.01,751.99,28,Metro Wholesale,N,2021-12-31
P00226,BOO-FRE-00226,FreshNest Cloud Architecture Basics,Books,FreshNest,1204.05,691.65,18,Global Distributors,Y,2020-10-25
P00227,BEA-APE-00227,Apex Hair Serum,Beauty,Apex,482.23,281.74,5,Northstar Traders,Y,2021-09-12
P00228,BOO-HOM-00228,HomeEase Data Engineering Handbook,Books,HomeEase,1471.82,1070.5,28,Global Distributors,Y,2020-01-14
P00229,BEA-NOV-00229,Nova Hair Serum,Beauty,Nova,429.68,328.73,18,Northstar Traders,Y,2021-01-06
P00230,FAS-SWI-00230,SwiftRun Men Cotton Shirt,Fashion,SwiftRun,1153.03,711.06,5,Northstar Traders,Y,2023-05-09
P00231,SPO-SWI-00231,SwiftRun Football,Sports,SwiftRun,883.06,614.21,12,Global Distributors,Y,2020-04-13
P00232,GRO-NOV-00232,Nova Almonds 500g,Grocery,Nova,757.45,528.69,28,Global Distributors,Y,2023-10-21
P00233,ELE-NOV-00233,Nova Power Bank 20000mAh,Electronics,Nova,1868.41,1308.61,12,Pacific Imports,Y,2020-10-22
P00234,SPO-SWI-00234,SwiftRun Yoga Mat,Sports,SwiftRun,969.08,670.82,12,Global Distributors,Y,2020-07-23
P00235,ELE-PRI-00235,PrimeWorks Smart Watch,Electronics,PrimeWorks,4590.46,3148.78,5,Global Distributors,N,2022-06-22
P00236,FAS-GRE-00236,GreenLeaf Sports T-shirt,Fashion,GreenLeaf,684.81,530.35,12,Bharat Supply Co,Y,2020-07-05
P00237,ELE-URB-00237,UrbanCart Mechanical Keyboard,Electronics,UrbanCart,4034.42,2374.87,12,Northstar Traders,Y,2020-06-15
P00238,SPO-GRE-00238,GreenLeaf Dumbbell Set,Sports,GreenLeaf,3482.03,1927.63,5,Global Distributors,Y,2020-12-31
P00239,FAS-SWI-00239,SwiftRun Leather Wallet,Fashion,SwiftRun,1013.12,605.25,28,Northstar Traders,Y,2021-12-15
P00240,HOM-SWI-00240,SwiftRun LED Desk Lamp,Home & Kitchen,SwiftRun,1093.73,623.69,18,Bharat Supply Co,N,2020-01-19
P00241,BOO-PRI-00241,PrimeWorks Data Engineering Handbook,Books,PrimeWorks,1292.19,936.91,12,Northstar Traders,Y,2023-02-06
P00242,HOM-SWI-00242,SwiftRun LED Desk Lamp,Home & Kitchen,SwiftRun,1047.96,614.88,5,Bharat Supply Co,Y,2022-05-08
P00243,BEA-APE-00243,Apex Hair Serum,Beauty,Apex,355.82,199.99,12,Global Distributors,N,2025-10-10
P00244,SPO-PRI-00244,PrimeWorks Badminton Racket,Sports,PrimeWorks,1621.78,1048.29,18,Metro Wholesale,Y,2023-08-28
P00245,GRO-GRE-00245,GreenLeaf Olive Oil 1L,Grocery,GreenLeaf,1205.34,683.32,5,Northstar Traders,Y,2022-06-04
P00246,GRO-URB-00246,UrbanCart Green Tea Pack,Grocery,UrbanCart,360.55,214.4,18,Metro Wholesale,Y,2021-06-05
P00247,FAS-NOV-00247,Nova Women Kurti,Fashion,Nova,1427.6,935.75,18,Metro Wholesale,Y,2021-10-04
P00248,BOO-PRI-00248,PrimeWorks Python for Analytics,Books,PrimeWorks,1113.01,831.03,28,Metro Wholesale,N,2025-03-10
P00249,SPO-FRE-00249,FreshNest Cricket Bat,Sports,FreshNest,2451.32,1674.93,12,Pacific Imports,Y,2024-09-07
P00250,GRO-HOM-00250,HomeEase Organic Honey,Grocery,HomeEase,430.86,289.61,5,Northstar Traders,N,2022-09-12
P00251,SPO-FRE-00251,FreshNest Badminton Racket,Sports,FreshNest,1353.72,836.64,5,Global Distributors,N,2023-06-02
P00252,BOO-APE-00252,Apex Business Strategy Casebook,Books,Apex,-991.21,650.89,28,Metro Wholesale,Y,2025-03-16
P00253,SPO-GRE-00253,GreenLeaf Yoga Mat,Sports,GreenLeaf,964.69,604.44,28,Bharat Supply Co,Y,2020-11-27
P00254,ELE-APE-00254,Apex Webcam HD,Electronics,Apex,1966.76,1247.09,18,Bharat Supply Co,Y,2020-10-01
P00255,HOM-FRE-00255,FreshNest Water Bottle Steel,Home & Kitchen,FreshNest,638.45,446.45,12,Metro Wholesale,Y,2023-12-15
P00256,GRO-APE-00256,Apex Green Tea Pack,Grocery,Apex,305.5,192.28,5,Northstar Traders,Y,2025-01-25
P00257,SPO-FRE-00257,FreshNest Yoga Mat,Sports,FreshNest,964.2,631.85,12,Bharat Supply Co,Y,2021-03-23
P00258,HOM-URB-00258,UrbanCart Non-stick Pan,Home & Kitchen,UrbanCart,1558.8,1044.02,18,Northstar Traders,Y,2025-04-25
P00259,SPO-TEC-00259,TechPro Yoga Mat,Sports,TechPro,739.57,410.51,18,Northstar Traders,Y,2023-08-29
P00260,BOO-SWI-00260,SwiftRun Business Strategy Casebook,Books,SwiftRun,825.53,561.75,18,Metro Wholesale,Y,2022-07-17
P00261,BEA-URB-00261,UrbanCart Face Wash,Beauty,UrbanCart,296.38,194.09,12,Pacific Imports,Y,2022-01-16
P00262,SPO-URB-00262,UrbanCart Cricket Bat,Sports,UrbanCart,2361.96,1321.43,12,Northstar Traders,Y,2024-02-23
P00263,ELE-BLU-00263,BluePeak Webcam HD,Electronics,BluePeak,1999.28,1305.81,18,Global Distributors,Y,2024-07-15
P00264,GRO-URB-00264,UrbanCart Green Tea Pack,Grocery,UrbanCart,297.25,213.98,18,Bharat Supply Co,N,2023-04-02
P00265,BOO-PRI-00265,PrimeWorks Python for Analytics,Books,PrimeWorks,1026.13,782.04,5,Northstar Traders,Y,2021-07-25
P00266,ELE-PRI-00266,PrimeWorks Power Bank 20000mAh,Electronics,PrimeWorks,2371.52,1547.59,5,Pacific Imports,Y,2025-11-26
P00267,FAS-APE-00267,Apex Women Kurti,Fashion,Apex,1059.24,789.53,5,Pacific Imports,N,2022-03-07
P00268,BOO-BLU-00268,BluePeak Data Engineering Handbook,Books,BluePeak,1310.72,936.73,28,Bharat Supply Co,Y,2023-03-11
P00269,GRO-NOV-00269,Nova Breakfast Cereal,Grocery,Nova,373.57,281.74,28,Northstar Traders,Y,2021-11-01
P00270,GRO-GRE-00270,GreenLeaf Organic Honey,Grocery,GreenLeaf,452.01,309.65,12,Bharat Supply Co,N,2025-11-21
P00271,BOO-NOV-00271,Nova Cloud Architecture Basics,Books,Nova,937.06,653.06,12,Pacific Imports,N,2021-07-14
P00272,FAS-SWI-00272,SwiftRun Backpack 30L,Fashion,SwiftRun,-1386.16,1025.81,18,Northstar Traders,N,2022-07-08
P00273,FAS-SWI-00273,SwiftRun Running Shoes,Fashion,SwiftRun,2698.11,1897.2,12,Northstar Traders,Y,2020-04-26
P00274,ELE-PRI-00274,PrimeWorks Webcam HD,Electronics,PrimeWorks,2291.79,1490.34,28,Global Distributors,Y,2025-09-30
P00275,FAS-PRI-00275,PrimeWorks Women Kurti,Fashion,PrimeWorks,1047.21,652.96,12,Bharat Supply Co,Y,2020-08-04
P00276,FAS-TEC-00276,TechPro Men Cotton Shirt,Fashion,TechPro,965.7,673.05,12,Metro Wholesale,Y,2021-11-15
P00277,BEA-TEC-00277,TechPro Sunscreen SPF50,Beauty,TechPro,673.38,476.97,18,Metro Wholesale,Y,2021-07-14
P00278,GRO-BLU-00278,BluePeak Almonds 500g,Grocery,BluePeak,790.72,464.55,12,Metro Wholesale,Y,2024-09-05
P00279,BEA-APE-00279,Apex Moisturizer,Beauty,Apex,519.86,323.18,28,Pacific Imports,Y,2021-12-06
P00280,BEA-FRE-00280,FreshNest Face Wash,Beauty,FreshNest,269.54,191.29,18,Metro Wholesale,Y,2021-06-17
P00281,BEA-NOV-00281,Nova Face Wash,Beauty,Nova,256.4,169.58,12,Global Distributors,Y,2025-10-04
P00282,FAS-NOV-00282,Nova Men Cotton Shirt,Fashion,Nova,969.69,535.62,5,Pacific Imports,Y,2022-03-30
P00283,ELE-TEC-00283,TechPro USB-C Hub,Electronics,TechPro,2334.85,1470.96,12,Pacific Imports,Y,2021-02-09
P00284,BOO-FRE-00284,FreshNest Python for Analytics,Books,FreshNest,1110.9,654.88,5,Global Distributors,Y,2025-08-27
P00285,SPO-URB-00285,UrbanCart Dumbbell Set,Sports,UrbanCart,3076.57,2369.83,18,Northstar Traders,N,2022-05-27
P00286,BEA-NOV-00286,Nova Sunscreen SPF50,Beauty,Nova,620.78,415.64,18,Bharat Supply Co,Y,2020-12-02
P00287,FAS-PRI-00287,PrimeWorks Leather Wallet,Fashion,PrimeWorks,1028.88,728.47,12,Pacific Imports,N,2023-04-05
P00288,BEA-SWI-00288,SwiftRun Face Wash,Beauty,SwiftRun,,232.52,28,Global Distributors,N,2024-11-29
P00289,ELE-GRE-00289,GreenLeaf USB-C Hub,Electronics,GreenLeaf,1918.46,1315.73,12,Global Distributors,Y,2022-03-26
P00290,GRO-FRE-00290,FreshNest Basmati Rice 5kg,Grocery,FreshNest,947.01,678.81,18,Northstar Traders,Y,2025-05-02
P00291,GRO-TEC-00291,TechPro Breakfast Cereal,Grocery,TechPro,362.67,237.39,28,Northstar Traders,Y,2021-07-05
P00292,BEA-SWI-00292,SwiftRun Face Wash,Beauty,SwiftRun,335.25,259.34,18,Metro Wholesale,Y,2021-01-29
P00293,BOO-SWI-00293,SwiftRun Cloud Architecture Basics,Books,SwiftRun,1022.92,718.38,18,Pacific Imports,Y,2020-03-13
P00294,GRO-GRE-00294,GreenLeaf Basmati Rice 5kg,Grocery,GreenLeaf,823.01,614.1,5,Global Distributors,Y,2023-05-26
P00295,GRO-TEC-00295,TechPro Olive Oil 1L,Grocery,TechPro,1135.15,751.6,28,Pacific Imports,N,2025-05-03
P00296,ELE-TEC-00296,TechPro Power Bank 20000mAh,Electronics,TechPro,2094.71,1619.84,18,Bharat Supply Co,Y,2020-09-08
P00297,BEA-BLU-00297,BluePeak Sunscreen SPF50,Beauty,BluePeak,703.12,481.15,18,Northstar Traders,Y,2024-10-19
P00298,FAS-FRE-00298,FreshNest Men Cotton Shirt,Fashion,FreshNest,948.1,662.78,5,Bharat Supply Co,Y,2023-10-14
P00299,ELE-GRE-00299,GreenLeaf Smart Watch,Electronics,GreenLeaf,5385.02,4078.21,28,Pacific Imports,Y,2023-07-20
P00300,BOO-SWI-00300,SwiftRun Data Engineering Handbook,Books,SwiftRun,1156.14,815.4,18,Metro Wholesale,Y,2024-01-28
P00301,SPO-HOM-00301,HomeEase Yoga Mat,Sports,HomeEase,747.57,456.75,28,Metro Wholesale,Y,2021-01-23
P00302,BOO-SWI-00302,SwiftRun Business Strategy Casebook,Books,SwiftRun,815.65,513.76,18,Pacific Imports,Y,2024-11-08
P00303,GRO-TEC-00303,TechPro Almonds 500g,Grocery,TechPro,713.89,467.06,12,Global Distributors,Y,2025-08-06
P00304,SPO-TEC-00304,TechPro Badminton Racket,Sports,TechPro,1836.07,1234.8,28,Pacific Imports,Y,2025-11-09
P00305,HOM-TEC-00305,TechPro Mixer Grinder,Home & Kitchen,TechPro,4155.58,2677.69,5,Metro Wholesale,N,2022-12-29
P00306,FAS-PRI-00306,PrimeWorks Sports T-shirt,Fashion,PrimeWorks,660.17,399.3,5,Metro Wholesale,Y,2025-03-16
P00307,GRO-APE-00307,Apex Organic Honey,Grocery,Apex,464.47,284.59,18,Pacific Imports,Y,2020-06-21
P00308,ELE-NOV-00308,Nova Wireless Mouse,Electronics,Nova,779.47,482.13,28,Bharat Supply Co,Y,2024-06-13
P00309,HOM-NOV-00309,Nova Mixer Grinder,Home & Kitchen,Nova,3773.28,2509.45,18,Northstar Traders,Y,2022-09-02
P00310,FAS-PRI-00310,PrimeWorks Running Shoes,Fashion,PrimeWorks,3433.54,2524.83,28,Metro Wholesale,Y,2021-03-13
P00311,GRO-TEC-00311,TechPro Almonds 500g,Grocery,TechPro,775.66,436.59,5,Bharat Supply Co,N,2025-04-29
P00312,BEA-BLU-00312,BluePeak Moisturizer,Beauty,BluePeak,519.0,329.35,5,Global Distributors,Y,2022-11-02
P00313,SPO-NOV-00313,Nova Football,Sports,Nova,1062.9,642.38,5,Northstar Traders,Y,2023-05-17
P00314,HOM-FRE-00314,FreshNest Water Bottle Steel,Home & Kitchen,FreshNest,715.07,419.64,18,Northstar Traders,Y,2023-01-27
P00315,GRO-GRE-00315,GreenLeaf Almonds 500g,Grocery,GreenLeaf,792.17,496.32,5,Metro Wholesale,Y,2025-09-04
P00316,SPO-BLU-00316,BluePeak Dumbbell Set,Sports,BluePeak,3092.88,1720.54,12,Northstar Traders,Y,2020-01-13
P00317,FAS-NOV-00317,Nova Backpack 30L,Fashion,Nova,1430.04,868.62,12,Pacific Imports,N,2023-08-01
P00318,HOM-URB-00318,UrbanCart Water Bottle Steel,Home & Kitchen,UrbanCart,673.87,498.77,12,Global Distributors,N,2024-02-14
P00319,BEA-FRE-00319,FreshNest Perfume 100ml,Beauty,FreshNest,1114.92,619.1,12,Global Distributors,N,2022-03-23
P00320,ELE-PRI-00320,PrimeWorks Power Bank 20000mAh,Electronics,PrimeWorks,2042.1,1245.35,18,Metro Wholesale,Y,2020-02-27
P00321,GRO-SWI-00321,SwiftRun Organic Honey,Grocery,SwiftRun,447.81,319.79,18,Bharat Supply Co,N,2024-04-13
P00322,BOO-TEC-00322,TechPro Python for Analytics,Books,TechPro,1025.47,608.67,12,Global Distributors,Y,2022-12-08
P00323,HOM-PRI-00323,PrimeWorks Water Bottle Steel,Home & Kitchen,PrimeWorks,,441.13,12,Bharat Supply Co,N,2022-05-19
P00324,SPO-TEC-00324,TechPro Dumbbell Set,,TechPro,2636.79,1788.03,12,Northstar Traders,Y,2020-07-05
P00325,GRO-GRE-00325,GreenLeaf Green Tea Pack,Grocery,GreenLeaf,390.36,226.57,5,Pacific Imports,Y,2022-12-02
P00326,FAS-URB-00326,UrbanCart Leather Wallet,Fashion,UrbanCart,796.39,568.11,18,Global Distributors,Y,2020-06-29
P00327,BEA-BLU-00327,BluePeak Sunscreen SPF50,Beauty,BluePeak,731.08,449.67,18,Pacific Imports,Y,2024-11-19
P00328,GRO-HOM-00328,HomeEase Olive Oil 1L,Grocery,HomeEase,1190.02,834.45,5,Metro Wholesale,Y,2020-08-11
P00329,FAS-SWI-00329,SwiftRun Women Kurti,Fashion,SwiftRun,1228.46,956.84,5,Northstar Traders,Y,2025-06-10
P00330,SPO-NOV-00330,Nova Cricket Bat,Sports,Nova,2473.61,1476.4,12,Pacific Imports,Y,2022-05-19
P00331,BOO-URB-00331,UrbanCart Business Strategy Casebook,Books,UrbanCart,812.24,461.09,5,Bharat Supply Co,Y,2023-03-10
P00332,GRO-PRI-00332,PrimeWorks Green Tea Pack,Grocery,PrimeWorks,426.36,244.9,5,Global Distributors,N,2025-05-19
P00333,BOO-BLU-00333,BluePeak Data Engineering Handbook,Books,BluePeak,1608.04,1127.11,18,Pacific Imports,Y,2022-05-15
P00334,FAS-APE-00334,Apex Running Shoes,Fashion,Apex,3441.41,2325.86,5,Northstar Traders,Y,2021-12-30
P00335,GRO-APE-00335,Apex Basmati Rice 5kg,Grocery,Apex,951.56,559.02,18,Metro Wholesale,Y,2023-05-07
P00336,BEA-PRI-00336,PrimeWorks Sunscreen SPF50,Beauty,PrimeWorks,540.61,380.09,12,Northstar Traders,N,2024-05-08
P00337,GRO-GRE-00337,GreenLeaf Basmati Rice 5kg,Grocery,GreenLeaf,938.34,648.57,28,Global Distributors,Y,2025-10-03
P00338,HOM-URB-00338,UrbanCart LED Desk Lamp,Home & Kitchen,UrbanCart,1221.04,819.65,5,Bharat Supply Co,N,2024-11-26
P00339,FAS-URB-00339,UrbanCart Women Kurti,Fashion,UrbanCart,1347.35,834.14,28,Bharat Supply Co,Y,2020-11-09
P00340,BOO-GRE-00340,GreenLeaf Cloud Architecture Basics,Books,GreenLeaf,975.69,684.93,18,Bharat Supply Co,Y,2020-11-30
P00341,SPO-URB-00341,UrbanCart Badminton Racket,Sports,UrbanCart,1745.54,1298.45,28,Bharat Supply Co,Y,2025-02-06
P00342,BEA-BLU-00342,BluePeak Sunscreen SPF50,Beauty,BluePeak,740.78,555.89,12,Global Distributors,Y,2021-03-11
P00343,GRO-APE-00343,Apex Basmati Rice 5kg,Grocery,Apex,734.04,484.27,28,Bharat Supply Co,Y,2024-06-05
P00344,HOM-FRE-00344,FreshNest Air Fryer,Home & Kitchen,FreshNest,6262.46,3467.23,5,Metro Wholesale,N,2021-08-17
P00345,SPO-FRE-00345,FreshNest Dumbbell Set,Sports,FreshNest,2652.43,1928.41,28,Global Distributors,Y,2021-11-11
P00346,GRO-SWI-00346,SwiftRun Almonds 500g,Grocery,SwiftRun,556.75,363.77,18,Pacific Imports,N,2020-07-27
P00347,BEA-GRE-00347,GreenLeaf Hair Serum,Beauty,GreenLeaf,474.59,341.48,18,Global Distributors,N,2024-06-25
P00348,BOO-FRE-00348,FreshNest Cloud Architecture Basics,Books,FreshNest,1248.15,838.15,18,Pacific Imports,Y,2023-01-02
P00349,GRO-SWI-00349,SwiftRun Basmati Rice 5kg,Grocery,SwiftRun,878.16,613.5,28,Global Distributors,Y,2023-03-25
P00350,GRO-HOM-00350,HomeEase Olive Oil 1L,Grocery,HomeEase,936.94,711.22,28,Metro Wholesale,Y,2024-05-17
P00351,SPO-SWI-00351,SwiftRun Football,Sports,SwiftRun,1168.73,869.82,18,Global Distributors,N,2021-06-12
P00352,GRO-GRE-00352,GreenLeaf Basmati Rice 5kg,Grocery,GreenLeaf,980.55,650.65,5,Global Distributors,Y,2022-12-04
P00353,BEA-APE-00353,Apex Perfume 100ml,Beauty,Apex,1523.37,956.19,12,Global Distributors,Y,2025-06-15
P00354,FAS-HOM-00354,HomeEase Men Cotton Shirt,Fashion,HomeEase,956.04,559.06,5,Global Distributors,N,2025-02-15
P00355,ELE-HOM-00355,HomeEase Bluetooth Headphones,Electronics,HomeEase,2166.1,1243.87,12,Bharat Supply Co,Y,2023-04-11
P00356,GRO-NOV-00356,Nova Organic Honey,Grocery,Nova,-454.95,288.28,5,Metro Wholesale,N,2024-08-29
P00357,BEA-BLU-00357,BluePeak Hair Serum,Beauty,BluePeak,384.92,226.87,28,Bharat Supply Co,Y,2021-09-12
P00358,BEA-URB-00358,UrbanCart Moisturizer,Beauty,UrbanCart,584.18,376.85,28,Pacific Imports,Y,2020-05-01
P00359,SPO-NOV-00359,Nova Dumbbell Set,Sports,Nova,2650.85,1649.9,12,Northstar Traders,Y,2024-05-29
P00360,SPO-PRI-00360,PrimeWorks Cricket Bat,Sports,PrimeWorks,2181.94,1517.04,18,Northstar Traders,N,2023-05-31
P00361,FAS-TEC-00361,TechPro Men Cotton Shirt,Fashion,TechPro,1208.87,834.59,28,Northstar Traders,Y,2024-12-16
P00362,BEA-FRE-00362,FreshNest Hair Serum,Beauty,FreshNest,479.75,273.16,28,Metro Wholesale,Y,2022-05-25
P00363,BOO-URB-00363,UrbanCart SQL Interview Guide,Books,UrbanCart,600.7,453.39,18,Metro Wholesale,Y,2024-09-27
P00364,ELE-TEC-00364,TechPro Webcam HD,Electronics,TechPro,2420.65,1528.71,5,Northstar Traders,Y,2020-01-22
P00365,BEA-PRI-00365,PrimeWorks Perfume 100ml,Beauty,PrimeWorks,1475.48,1129.68,12,Bharat Supply Co,Y,2023-03-11
P00366,BOO-GRE-00366,GreenLeaf Python for Analytics,Books,GreenLeaf,951.02,577.23,12,Bharat Supply Co,N,2021-02-05
P00367,GRO-NOV-00367,Nova Basmati Rice 5kg,Grocery,Nova,699.03,527.32,28,Global Distributors,Y,2025-11-25
P00368,BEA-TEC-00368,TechPro Hair Serum,Beauty,TechPro,432.4,301.12,28,Northstar Traders,Y,2021-08-14
P00369,GRO-HOM-00369,HomeEase Olive Oil 1L,Grocery,HomeEase,1194.11,689.18,28,Global Distributors,Y,2024-02-21
P00370,BEA-NOV-00370,Nova Hair Serum,Beauty,Nova,358.44,244.28,12,Global Distributors,Y,2023-06-02
P00371,GRO-URB-00371,UrbanCart Basmati Rice 5kg,Grocery,UrbanCart,724.58,496.78,18,Bharat Supply Co,Y,2022-01-19
P00372,ELE-NOV-00372,Nova Webcam HD,Electronics,Nova,2634.78,1702.18,28,Bharat Supply Co,N,2025-04-30
P00373,HOM-URB-00373,UrbanCart Bedsheet Cotton,Home & Kitchen,UrbanCart,1576.81,1034.41,28,Metro Wholesale,Y,2020-12-31
P00374,GRO-FRE-00374,FreshNest Almonds 500g,Grocery,FreshNest,785.35,493.18,28,Bharat Supply Co,Y,2021-11-09
P00375,BEA-HOM-00375,HomeEase Sunscreen SPF50,Beauty,HomeEase,663.73,463.35,5,Pacific Imports,Y,2025-05-03
P00376,SPO-URB-00376,UrbanCart Dumbbell Set,Sports,UrbanCart,3703.62,2271.21,28,Global Distributors,Y,2024-07-03
P00377,ELE-GRE-00377,GreenLeaf Webcam HD,Electronics,GreenLeaf,2027.92,1126.58,28,Bharat Supply Co,Y,2021-04-14
P00378,FAS-URB-00378,UrbanCart Women Kurti,Fashion,UrbanCart,1141.71,651.48,28,Metro Wholesale,Y,2023-08-25
P00379,FAS-NOV-00379,Nova Leather Wallet,Fashion,Nova,879.24,567.07,28,Global Distributors,Y,2022-04-09
P00380,HOM-HOM-00380,HomeEase Non-stick Pan,Home & Kitchen,HomeEase,1495.09,954.71,5,Bharat Supply Co,N,2024-07-25
P00381,SPO-APE-00381,Apex Cricket Bat,Sports,Apex,2393.2,1846.59,12,Pacific Imports,Y,2023-06-01
P00382,BEA-FRE-00382,FreshNest Perfume 100ml,Beauty,FreshNest,1510.94,880.49,12,Metro Wholesale,N,2025-01-24
P00383,BEA-TEC-00383,TechPro Perfume 100ml,Beauty,TechPro,1443.48,849.48,28,Bharat Supply Co,Y,2024-04-06
P00384,HOM-HOM-00384,HomeEase Dinner Set,Home & Kitchen,HomeEase,2405.35,1412.24,5,Bharat Supply Co,Y,2024-06-07
P00385,SPO-TEC-00385,TechPro Dumbbell Set,Sports,TechPro,3602.73,2156.22,18,Bharat Supply Co,Y,2025-01-28
P00386,FAS-FRE-00386,FreshNest Running Shoes,Fashion,FreshNest,,2132.96,12,Global Distributors,N,2020-01-18
P00387,GRO-SWI-00387,SwiftRun Breakfast Cereal,Grocery,SwiftRun,460.84,310.5,5,Pacific Imports,Y,2024-12-28
P00388,BEA-PRI-00388,PrimeWorks Hair Serum,Beauty,PrimeWorks,396.28,234.1,5,Global Distributors,N,2024-02-26
P00389,HOM-APE-00389,Apex LED Desk Lamp,Home & Kitchen,Apex,1152.22,814.08,12,Global Distributors,Y,2022-06-24
P00390,FAS-TEC-00390,TechPro Men Cotton Shirt,Fashion,TechPro,1046.09,744.74,5,Metro Wholesale,N,2021-03-30
P00391,GRO-HOM-00391,HomeEase Olive Oil 1L,Grocery,HomeEase,926.58,667.07,12,Global Distributors,Y,2020-09-23
P00392,BEA-HOM-00392,HomeEase Moisturizer,,HomeEase,569.64,349.24,5,Pacific Imports,Y,2025-02-02
P00393,SPO-BLU-00393,BluePeak Yoga Mat,Sports,BluePeak,817.39,636.64,28,Northstar Traders,Y,2025-10-19
P00394,HOM-TEC-00394,TechPro Air Fryer,Home & Kitchen,TechPro,8520.28,5729.5,28,Metro Wholesale,Y,2020-12-01
P00395,SPO-GRE-00395,GreenLeaf Cricket Bat,Sports,GreenLeaf,3081.54,2344.77,18,Bharat Supply Co,Y,2021-01-31
P00396,ELE-TEC-00396,TechPro Webcam HD,Electronics,TechPro,2086.55,1374.87,5,Bharat Supply Co,Y,2020-10-25
P00397,BEA-SWI-00397,SwiftRun Face Wash,Beauty,SwiftRun,323.39,184.23,5,Northstar Traders,Y,2020-09-23
P00398,BEA-APE-00398,Apex Hair Serum,Beauty,Apex,387.26,268.77,5,Pacific Imports,Y,2023-04-22
P00399,BOO-FRE-00399,FreshNest Cloud Architecture Basics,Books,FreshNest,1314.22,960.85,28,Northstar Traders,N,2024-10-19
P00400,FAS-APE-00400,Apex Sports T-shirt,Fashion,Apex,721.11,451.04,5,Global Distributors,Y,2022-03-04
P00401,BOO-BLU-00401,BluePeak SQL Interview Guide,Books,BluePeak,711.86,510.16,12,Metro Wholesale,Y,2020-09-04
P00402,BOO-TEC-00402,TechPro SQL Interview Guide,Books,TechPro,-757.34,510.8,28,Bharat Supply Co,Y,2023-04-07
P00403,BOO-APE-00403,Apex Python for Analytics,Books,Apex,849.51,627.29,5,Northstar Traders,Y,2022-03-11
P00404,HOM-NOV-00404,Nova Bedsheet Cotton,Home & Kitchen,Nova,1478.94,1040.59,28,Pacific Imports,Y,2023-10-06
