transaction_id,order_id,product_id,transaction_date,quantity,unit_price,discount_amount,tax_amount,total_amount,transaction_type,payment_status
T00000534,O0000533,P00140,2024-03-13 06:41:00,4,888.73,0.0,426.59,3981.51,Sale,Authorized
T00000535,O0001401,P00229,2024-09-24 00:49:00,1,429.68,122.29,86.07,393.46,Sale,Captured
T00000536,O0000697,P00414,2023-12-30 23:35:00,3,722.08,0.0,606.55,2772.79,Exchange,Settled
T00000537,O0000485,P00244,2025-04-29 08:23:00,4,1621.78,0.0,778.45,7265.57,Refund,Captured
T00000538,O0000097,P00213,2025-08-13 00:06:00,2,692.82,31.45,67.71,1421.9,Sale,Settled
T00000539,O0001379,P00090,2023-08-01 17:34:00,2,1526.39,86.77,355.92,3321.93,Sale,Authorized
T00000540,O0001215,P00312,2025-08-27 13:47:00,3,519.0,63.14,268.89,1762.75,Sale,Settled
T00000541,O0000212,P00105,2025-01-21 22:30:00,4,1116.4,0.0,803.81,5269.41,Refund,Settled
T00000542,O0001268,P00177,2024-08-22 05:08:00,2,2743.67,0.0,658.48,6145.82,Refund,Settled
T00000543,O0001496,P00198,2023-11-24 02:04:00,3,797.61,109.93,639.21,2922.11,Sale,Failed
T00000544,O0001261,P00593,2024-06-09 04:03:00,2,770.03,32.8,422.03,1929.29,Sale,Failed
T00000545,O0000503,P00077,2024-06-21 12:02:00,1,950.68,68.42,44.11,926.37,Sale,Settled
T00000546,O0000856,P00548,2024-03-07 15:43:00,4,1170.16,0.0,842.52,5523.16,Exchange,Captured
T00000547,O0001230,P00009,2025-12-18 17:34:00,2,1116.34,0.0,401.88,2634.56,Refund,Refunded
T00000548,O0000731,P00474,2023-12-03 17:36:00,4,390.17,0.0,280.92,1841.6,Sale,Settled
T00000549,O0000929,P00268,2025-04-11 01:46:00,5,1310.72,136.71,320.84,6737.73,Sale,Refunded
T00000550,O0001317,P00273,2024-09-10 17:19:00,3,2698.11,78.96,2244.3,10259.67,Exchange,Settled
T00000551,O0001433,P00269,2024-06-09 04:24:00,2,373.57,0.0,37.36,784.5,Exchange,Authorized
T00000552,O0000266,P00452,2024-03-09 23:38:00,4,2497.94,67.24,1190.94,11115.46,Sale,Settled
T00000553,O0000426,P00453,2025-06-22 20:55:00,2,500.8,0.0,280.45,1282.05,Refund,Refunded
T00000554,O0001254,P00219,2024-12-04 06:36:00,3,3508.8,16.52,2942.77,13452.65,Exchange,Captured
T00000555,O0001401,P00578,2023-01-27 14:15:00,1,728.06,53.31,121.45,796.2,Sale,Settled
T00000556,O0001044,P00122,2025-08-01 16:21:00,3,1024.21,0.0,368.72,3441.35,Sale,Failed
T00000557,O0000805,P00166,2024-09-16 08:55:00,4,5253.6,0.0,1050.72,22065.12,Sale,Settled
T00000558,O0000417,P00036,2026-01-19 08:20:00,1,,31.24,935.79,8734.0,Sale,Captured
T00000559,O0001407,P00534,2023-04-20 11:56:00,5,1348.52,0.0,809.11,7551.71,Exchange,Captured
T00000560,O0000312,P00190,2023-05-22 15:27:00,2,466.67,0.0,168.0,1101.34,Refund,Refunded
T00000561,O0001132,P00169,2023-01-15 19:42:00,4,3192.33,19.74,637.48,13387.06,Sale,Refunded
T00000562,O0001364,P00613,2024-03-21 11:21:00,3,991.92,46.14,146.48,3076.1,Sale,Settled
T00000563,O0001493,P00265,2025-08-31 20:21:00,4,1026.13,0.0,1149.27,5253.79,Sale,Settled
T00000564,O0000152,P00635,2024-01-05 00:56:00,3,722.72,0.0,607.08,2775.24,Sale,Authorized
T00000565,O0001329,P00565,2025-03-04 19:18:00,3,690.67,0.0,248.64,2320.65,Sale,Failed
T00000566,O0001148,P00515,2025-12-25 20:35:00,3,963.16,34.97,342.54,3197.05,Exchange,Refunded
T00000567,O0000820,P00648,2024-08-06 09:46:00,3,897.1,51.0,475.25,3115.55,Refund,Authorized
T00000568,O0000196,P00443,2025-10-14 08:45:00,2,419.5,0.0,100.68,939.68,Sale,Authorized
T00000569,O0000010,P00454,2025-08-28 23:35:00,5,1848.03,0.0,2587.24,11827.39,Exchange,Settled
T00000570,O0001224,P00026,2026-02-12 14:33:00,3,1193.76,0.0,644.63,4225.91,Sale,Failed
T00000571,O0001393,P00525,2023-06-08 10:44:00,5,869.63,107.64,763.29,5003.8,Sale,Refunded
T00000572,O0000935,P00648,2023-01-29 09:44:00,5,897.1,0.0,807.39,5292.89,Sale,Refunded
T00000573,O0000635,P00483,2025-10-23 09:08:00,5,696.85,0.0,418.11,3902.36,Refund,Settled
T00000574,O0000911,P00287,2025-05-08 06:43:00,4,1028.88,146.28,714.46,4683.7,Sale,Authorized
T00000575,O0001061,P00378,2023-08-29 13:33:00,5,1141.71,0.0,1598.39,7306.94,Refund,Captured
T00000576,O0000355,P00333,2026-02-14 16:12:00,1,1608.04,58.19,185.98,1735.83,Sale,Settled
T00000577,O0000265,P00047,2026-02-21 02:20:00,1,428.55,80.55,62.64,410.64,Exchange,Settled
T00000578,O9999999,P00058,2024-06-21 15:47:00,2,484.62,0.0,116.31,1085.55,Sale,Refunded
T00000579,O0000744,P00460,2024-11-06 08:11:00,3,3228.86,29.85,1158.81,10815.54,Sale,Failed
T00000580,O0000653,P00300,2025-09-17 22:11:00,4,1156.14,56.29,228.41,4796.68,Sale,Authorized
T00000581,O0000897,P00027,2024-07-20 11:14:00,5,576.74,55.56,509.07,3337.21,Sale,Refunded
T00000582,O0000042,P00206,2023-10-11 17:19:00,5,1195.08,0.0,298.77,6274.17,Exchange,Captured
T00000583,O0000776,P00566,2025-07-26 19:03:00,3,7675.14,0.0,4144.58,27170.0,Sale,Failed
T00000584,O0001307,P00019,2024-05-25 21:33:00,4,824.63,63.51,388.2,3623.21,Sale,Refunded
T00000585,O0001307,P00494,2024-02-19 00:39:00,5,1420.26,0.0,1278.23,8379.53,Sale,Refunded
T00000586,O0000043,P00210,2023-11-03 07:10:00,3,1362.99,71.71,482.07,4499.33,Sale,Authorized
T00000587,O0000119,P00529,2026-01-17 18:41:00,2,2632.47,87.56,931.93,6109.31,Sale,Captured
T00000588,O0000362,P00515,2026-04-10 18:28:00,3,963.16,148.65,137.04,2877.87,Exchange,Failed
T00000589,O0000228,P00246,2023-06-15 08:22:00,2,360.55,119.29,72.22,674.03,Sale,Captured
T00000590,O0000541,P00529,2024-06-23 08:10:00,5,2632.47,83.86,3661.98,16740.47,Refund,Captured
T00000591,O0001055,P00374,2024-03-31 04:46:00,1,785.35,147.83,114.75,752.27,Sale,Failed
T00000592,O0001128,P00253,2025-02-20 15:48:00,1,964.69,24.69,263.2,1203.2,Refund,Failed
T00000593,O0000650,P00480,2025-10-18 18:02:00,2,325.93,0.0,78.22,730.08,Exchange,Settled
T00000594,O0000895,P00609,2023-12-12 14:47:00,3,543.13,22.0,80.37,1687.76,Sale,Failed
T00000595,O0000574,P00554,2023-11-24 08:42:00,1,1384.74,111.37,152.8,1426.17,Refund,Captured
T00000596,O0000112,P00081,2023-05-11 03:28:00,4,725.47,99.77,140.11,2942.22,Refund,Failed
T00000597,O0000755,P00115,2024-06-17 22:38:00,1,1928.25,30.39,341.61,2239.47,Sale,Failed
T00000598,O0001000,P00643,2024-04-26 00:51:00,4,1827.15,123.85,359.24,7543.99,Sale,Captured
T00000599,O0000020,P00574,2023-09-04 10:45:00,2,1184.21,0.0,663.16,3031.58,Sale,Refunded
T00000600,O0000471,P00522,2024-05-25 14:47:00,1,1779.6,0.0,88.98,1868.58,Sale,Authorized
T00000601,O0001055,P00642,2026-03-03 18:29:00,5,263.5,52.06,227.78,1493.22,Sale,Failed
T00000602,O0000294,P00535,2024-03-07 18:06:00,2,982.51,87.21,525.79,2403.6,Refund,Failed
T00000603,O0000083,P00228,2026-01-21 12:30:00,5,1471.82,26.97,1319.78,8651.91,Exchange,Failed
T00000604,O0000559,P00281,2023-08-05 10:16:00,5,256.4,42.55,61.97,1301.42,Sale,Settled
T00000605,O0000210,P00517,2023-12-26 07:01:00,1,720.85,0.0,129.75,850.6,Sale,Failed
T00000606,O0000325,P00118,2024-05-09 02:55:00,3,343.36,0.0,123.61,1153.69,Refund,Failed
T00000607,O0000325,P00428,2023-09-28 14:28:00,4,1494.47,0.0,1673.81,7651.69,Sale,Failed
T00000608,O0000617,P00404,2025-02-19 17:14:00,3,1478.94,19.66,220.86,4638.02,Exchange,Refunded
T00000609,O0000595,P00411,2025-09-10 06:24:00,2,521.91,29.67,283.96,1298.11,Exchange,Authorized
T00000610,O0000132,P00088,2026-01-11 07:56:00,1,350.14,33.74,88.59,404.99,Sale,Failed
T00000611,O0000145,P00601,2024-01-16 10:03:00,5,922.2,41.07,548.39,5118.32,Exchange,Captured
T00000612,O0000529,P00299,2024-08-02 15:10:00,3,5385.02,63.75,2896.44,18987.75,Sale,Settled
T00000613,O0001387,P00471,2026-02-16 12:28:00,1,974.06,0.0,272.74,1246.8,Sale,Failed
T00000614,O0001248,P00545,2024-10-11 23:38:00,2,3192.33,14.64,764.4,7134.42,Sale,Refunded
T00000615,O0001012,P00578,2023-12-27 02:10:00,1,728.06,0.0,36.4,764.46,Exchange,Authorized
T00000616,O0000069,P00178,2024-02-14 06:20:00,4,354.38,61.85,67.78,1423.45,Sale,Settled
T00000617,O0001109,P00189,2024-12-27 22:08:00,5,707.89,104.59,412.18,3847.04,Exchange,Authorized
T00000618,O0001331,P00121,2025-06-01 21:29:00,2,1215.4,44.87,668.06,3053.99,Refund,Captured
T00000619,O0001260,P00625,2025-09-24 13:56:00,2,1540.2,21.26,367.1,3426.24,Exchange,Authorized
T00000620,O0001461,P00610,2026-02-13 09:52:00,4,,67.91,55.86,1173.03,Sale,Refunded
T00000621,O0001051,P00345,2026-01-10 09:48:00,1,2652.43,0.0,742.68,3395.11,Sale,Settled
T00000622,O0000097,P00473,2023-12-04 04:55:00,3,970.14,47.64,801.58,3664.36,Sale,Authorized
T00000623,O0001264,P00255,2023-12-12 11:17:00,1,638.45,68.47,159.59,729.57,Sale,Settled
T00000624,O0000028,P00464,2025-08-19 14:09:00,5,1175.56,0.0,1645.78,7523.58,Exchange,Captured
T00000625,O0000655,P00083,2025-04-08 15:39:00,4,1083.18,0.0,519.93,4852.65,Sale,Failed
T00000626,O0000348,P00633,2025-03-30 02:18:00,1,992.11,0.0,119.05,1111.16,Sale,Captured
T00000627,O0001253,P00371,2026-02-21 09:04:00,4,724.58,99.66,503.76,3302.42,Sale,Refunded
T00000628,O0000823,P00035,2023-05-12 02:42:00,2,742.31,36.71,260.62,1708.53,Exchange,Failed
T00000629,O0001107,P00048,2023-01-13 21:50:00,3,3206.16,36.59,2682.93,12264.82,Sale,Failed
T00000630,O0000897,P00165,2026-01-13 21:52:00,4,1160.48,0.0,232.1,4874.02,Sale,Settled
T00000631,O0000814,P00107,2025-01-07 10:32:00,2,656.25,0.0,367.5,1680.0,Exchange,Failed
T00000632,O0000167,P00437,2023-06-09 03:36:00,4,487.39,0.0,350.92,2300.48,Refund,Settled
T00000633,O0000398,P00186,2024-08-23 10:29:00,1,833.04,37.35,143.22,938.91,Sale,Failed
T00000634,O0000701,P00348,2025-04-28 09:48:00,5,1248.15,51.81,1114.01,7302.95,Refund,Settled
T00000635,O0000146,P00330,2024-12-06 12:10:00,4,2473.61,23.85,493.53,10364.12,Exchange,Authorized
T00000636,O0000258,P00462,2025-03-26 07:52:00,5,942.97,0.0,848.67,5563.52,Refund,Authorized
T00000637,O0001300,P00317,2024-11-16 10:44:00,5,1430.04,66.07,1983.56,9067.69,Sale,Captured
T00000638,O0000510,P00159,2025-10-24 20:11:00,3,1994.44,41.23,713.05,6655.14,Refund,Failed
T00000639,O0001251,P00460,2023-01-01 01:01:00,1,3228.86,0.0,161.44,3390.3,Refund,Authorized
T00000640,O0001470,P00524,2025-03-12 04:31:00,4,2658.53,0.0,531.71,11165.83,Sale,Refunded
T00000641,O0000332,P00363,2025-01-10 06:23:00,1,600.7,0.0,30.04,630.74,Sale,Failed
T00000642,O0000810,P00404,2024-03-11 16:01:00,1,1478.94,0.0,177.47,1656.41,Refund,Authorized
T00000643,O0000602,P00316,2024-06-27 18:07:00,4,3092.88,0.0,3464.03,15835.55,Sale,Authorized
T00000644,O0000456,P00119,2025-02-11 05:06:00,3,331.19,0.0,278.2,1271.77,Sale,Failed
T00000645,O0000778,P00287,2024-01-24 19:45:00,5,1028.88,29.87,613.74,5728.27,Sale,Failed
T00000646,O0001077,P00297,2025-01-06 11:58:00,5,703.12,148.52,404.05,3771.13,Sale,Authorized
T00000647,O0001161,P00083,2023-09-22 10:12:00,3,1083.18,60.74,573.98,3762.78,Sale,Authorized
T00000648,O0000557,P00583,2024-06-08 11:43:00,4,716.61,146.31,489.62,,Sale,Authorized
T00000649,O0000420,P00517,2024-05-20 23:40:00,5,720.85,0.0,180.21,3784.46,Sale,Captured
T00000650,O0000013,P00035,2023-10-23 02:02:00,3,742.31,27.72,395.86,2595.07,Sale,Settled
T00000651,O0000679,P00444,2024-10-21 08:18:00,5,2184.05,0.0,546.01,11466.26,Refund,Failed
T00000652,O0001270,P00222,2025-02-17 08:43:00,4,1030.52,53.3,203.44,4272.22,Sale,Refunded
T00000653,O0001493,P00193,2023-06-19 14:56:00,5,1853.42,58.35,1657.58,10866.33,Refund,Authorized
T00000654,O0001429,P00008,2025-01-11 10:13:00,4,300.57,34.38,140.15,1308.05,Sale,Refunded
T00000655,O0000809,P00166,2024-09-14 16:13:00,2,5253.6,34.3,1256.75,11729.65,Sale,Captured
T00000656,O0000842,P00263,2025-12-21 01:50:00,4,1999.28,144.91,942.27,8794.48,Sale,Refunded
T00000657,O0000435,P00599,2023-02-10 08:48:00,4,657.29,0.0,131.46,2760.62,Sale,Refunded
T00000658,O0001204,P00248,2023-04-23 23:33:00,3,1113.01,66.94,163.6,3435.69,Sale,Refunded
T00000659,O0001374,P00311,2025-03-10 16:22:00,2,775.66,0.0,434.37,1985.69,Sale,Settled
T00000660,O0001013,P00506,2023-09-25 22:26:00,3,2232.8,35.51,1199.32,7862.21,Sale,Captured
T00000661,O0001256,P00364,2026-01-26 14:04:00,2,2420.65,60.23,860.59,5641.66,Sale,Settled
T00000662,O0001276,P00226,2025-11-25 12:45:00,1,1204.05,0.0,144.49,1348.54,Sale,Failed
T00000663,O0000447,P00479,2024-03-21 01:55:00,2,2517.76,37.07,1399.57,6398.02,Exchange,Settled
T00000664,O0000883,P00365,2024-12-08 21:40:00,3,1475.48,97.12,216.47,4545.79,Sale,Captured
T00000665,O0000657,P00541,2023-09-17 18:33:00,1,320.93,95.53,40.57,265.97,Refund,Authorized
T00000666,O0000049,P00325,2025-01-15 03:02:00,4,390.36,63.54,269.62,1767.52,Exchange,Authorized
T00000667,O0001241,P00391,2023-05-12 15:04:00,1,926.58,51.39,43.76,918.95,Refund,Authorized
T00000668,O0000850,P00520,2024-06-18 05:03:00,2,325.81,0.0,78.19,729.81,Sale,Authorized
T00000669,O0000987,P00428,2025-04-10 17:50:00,5,1494.47,0.0,896.68,8369.03,Sale,Failed
T00000670,O0001419,P00135,2024-05-19 04:21:00,2,625.43,45.4,337.53,1542.99,Sale,Captured
T00000671,O0000416,P00307,2024-10-26 13:45:00,5,464.47,132.34,109.5,2299.51,Sale,Failed
T00000672,O0000118,P00287,2025-12-11 22:24:00,4,1028.88,56.67,202.94,4261.79,Sale,Refunded
T00000673,O0000429,P00359,2024-01-24 03:35:00,1,2650.85,0.0,477.15,,Sale,Failed
T00000674,O9999999,P00512,2024-12-01 08:44:00,2,2244.56,0.0,224.46,4713.58,Refund,Authorized
T00000675,O0000788,P00134,2024-01-24 02:18:00,5,1268.73,26.21,315.87,6633.31,Exchange,Settled
T00000676,O0000960,P00137,2024-12-11 21:33:00,1,600.38,31.61,102.38,671.15,Sale,Captured
T00000677,O0000776,P00006,2025-09-20 04:21:00,2,1321.73,0.0,740.17,3383.63,Sale,Settled
T00000678,O9999999,P00603,2023-05-14 23:53:00,1,684.45,19.93,79.74,744.26,Sale,Failed
T00000679,O0000410,P00502,2024-11-10 14:56:00,1,826.7,76.41,90.03,840.32,Sale,Failed
T00000680,O0001410,P00265,2025-12-01 19:32:00,5,1026.13,0.0,1436.58,6567.23,Sale,Captured
T00000681,O0000453,P99999,2024-06-19 20:25:00,1,2652.43,0.0,742.68,3395.11,Sale,Failed
T00000682,O0000977,P00010,2024-11-17 04:10:00,3,388.06,34.49,316.31,1446.0,Sale,Authorized
T00000683,O0001299,P00154,2024-01-20 07:43:00,2,1314.69,0.0,131.47,2760.85,Sale,Settled
T00000684,O0000736,P00034,2024-05-06 17:12:00,1,1062.85,0.0,297.6,1360.45,Sale,Failed
T00000685,O0001497,P00638,2023-08-22 07:45:00,3,5461.97,53.85,2939.77,19271.83,Sale,Captured
T00000686,O0001020,P00510,2026-01-14 06:05:00,2,408.47,0.0,98.03,914.97,Sale,Failed
T00000687,O0000500,P00307,2023-07-19 10:16:00,2,464.47,53.47,43.77,919.24,Exchange,Failed
T00000688,O0001388,P00266,2023-03-06 13:23:00,5,2371.52,107.4,2115.04,13865.24,Sale,Captured
T00000689,O0001402,P00281,2024-12-14 03:12:00,5,256.4,21.41,151.27,1411.86,Sale,Refunded
T00000690,O0001231,P00334,2023-11-14 22:56:00,4,3441.41,0.0,1651.88,15417.52,Sale,Failed
T00000691,O0000875,P00459,2023-06-21 05:17:00,4,1275.1,86.4,1403.92,6417.92,Sale,Settled
T00000692,O0001188,P00394,2025-01-31 21:10:00,5,8520.28,70.47,5103.71,47634.64,Exchange,Captured
T00000693,O0000694,P00164,2025-03-11 22:42:00,5,780.65,0.0,195.16,4098.41,Sale,Failed
T00000694,O0001077,P00462,2023-07-18 12:39:00,2,942.97,14.08,93.59,1965.45,Sale,Failed
T00000695,O0001371,P00085,2024-12-03 07:46:00,5,2771.15,29.66,691.3,14517.39,Sale,Settled
T00000696,O0000133,P00597,2023-09-06 03:58:00,5,703.13,104.07,614.08,4025.66,Sale,Captured
T00000697,O0000608,P00367,2025-10-23 18:41:00,1,699.03,66.64,113.83,746.22,Exchange,Authorized
T00000698,O0000928,P00283,2023-03-17 00:19:00,2,2334.85,53.33,230.82,4847.19,Refund,Authorized
T00000699,O0000309,P00556,2024-01-01 12:49:00,3,7563.15,80.22,6330.58,,Exchange,Authorized
T00000700,O0000906,P00055,2025-07-08 19:01:00,3,1741.58,62.93,929.13,6090.94,Refund,Settled
T00000701,O0000326,P00228,2025-03-26 19:42:00,3,1471.82,39.0,1225.41,5601.87,Exchange,Settled
T00000702,O0000305,P00244,2025-10-20 01:45:00,3,1621.78,0.0,583.84,5449.18,Sale,Failed
T00000703,O0000430,P00391,2023-04-29 22:20:00,1,926.58,145.37,218.74,999.95,Exchange,Refunded
T00000704,O0000620,P00516,2024-06-06 13:07:00,4,925.39,97.58,1009.11,4613.09,Sale,Refunded
T00000705,O0000830,P00046,2025-07-19 14:33:00,1,1515.56,25.08,417.33,1907.81,Exchange,Failed
T00000706,O0001256,P00215,2023-09-15 12:46:00,1,540.91,35.8,60.61,565.72,Refund,Authorized
T00000707,O0001316,P00293,2025-03-15 17:12:00,2,1022.92,144.63,228.15,2129.36,Refund,Authorized
T00000708,O0000660,P00552,2023-10-28 01:16:00,5,2060.17,0.0,515.04,10815.89,Sale,Failed
T00000709,O0000430,P00401,2024-03-03 19:09:00,2,711.86,58.37,68.27,1433.62,Sale,Authorized
T00000710,O0000375,P00100,2023-03-04 09:41:00,1,1098.48,62.48,124.32,1160.32,Sale,Failed
T00000711,O0000190,P00179,2025-10-09 20:30:00,2,,94.74,827.1,7719.56,Sale,Refunded
T00000712,O0001272,P00133,2025-06-28 00:47:00,5,787.31,0.0,472.39,4408.94,Sale,Refunded
T00000713,O0001483,P00484,2024-04-07 19:09:00,3,407.54,0.0,61.13,1283.75,Exchange,Failed
T00000714,O0001119,P00152,2023-02-09 22:43:00,4,1562.51,0.0,312.5,6562.54,Sale,Failed
T00000715,O0000407,P00415,2023-06-06 19:18:00,1,757.43,0.0,212.08,969.51,Sale,Refunded
T00000716,O0000154,P00012,2026-03-30 05:10:00,4,3578.69,55.12,1711.16,15970.8,Exchange,Refunded
T00000717,O0001462,P00536,2023-03-21 21:35:00,5,909.18,48.54,224.87,4722.23,Sale,Failed
T00000718,O0000291,P00510,2023-07-05 19:56:00,3,,25.47,60.0,1259.94,Exchange,Captured
T00000719,O0000513,P00156,2023-07-08 15:32:00,3,637.81,0.0,344.42,2257.85,Sale,Captured
T00000720,O0001373,P00195,2023-07-11 00:18:00,1,1391.59,0.0,69.58,1461.17,Exchange,Captured
T00000721,O0000636,P00093,2023-10-23 11:02:00,1,833.2,65.25,138.23,906.18,Sale,Failed
T00000722,O0001148,P00301,2025-06-03 21:58:00,3,747.57,48.43,614.4,2808.68,Refund,Refunded
T00000723,O0000855,P00129,2026-01-23 20:05:00,1,1764.17,108.67,297.99,1953.49,Sale,Authorized
T00000724,O0001490,P00154,2025-03-03 11:06:00,3,1314.69,50.92,194.66,4087.81,Sale,Authorized
T00000725,O0001035,P00527,2023-02-20 11:17:00,1,1130.24,0.0,316.47,1446.71,Exchange,Settled
T00000726,O0000685,P00090,2023-04-12 09:30:00,4,1526.39,0.0,732.67,6838.23,Refund,Refunded
T00000727,O0000260,P00396,2024-08-28 03:14:00,2,2086.55,124.84,728.69,4776.95,Sale,Captured
T00000728,O0000442,P00492,2024-10-12 17:08:00,4,1244.51,0.0,597.36,5575.4,Refund,Captured
T00000729,O0000758,P00485,2023-12-09 16:25:00,1,1314.76,137.47,141.27,1318.56,Sale,Captured
T00000730,O0001461,P00312,2024-09-21 11:42:00,5,519.0,93.93,300.13,2801.2,Sale,Captured
T00000731,O0000558,P00017,2026-01-26 02:32:00,2,996.95,0.0,358.9,,Sale,Settled
T00000732,O0000257,P00617,2024-07-19 19:04:00,2,2610.78,103.54,255.9,5373.92,Sale,Failed
T00000733,O0000138,P00181,2024-11-19 12:49:00,5,2233.41,77.28,1996.16,,Sale,Captured
T00000734,O0000767,P00195,2025-07-10 19:23:00,5,1391.59,99.59,823.0,7681.36,Sale,Failed
T00000735,O0001400,P00379,not_a_date,5,879.24,15.33,525.7,4906.57,Exchange,Captured
T00000736,O0000911,P00078,2023-08-13 14:51:00,4,1094.96,0.0,525.58,4905.42,Refund,Captured
T00000737,O0000454,P00247,2023-07-28 15:20:00,5,1427.6,142.67,839.44,7834.77,Refund,Authorized
T00000738,O0000325,P00262,2023-10-03 10:36:00,1,2361.96,87.81,113.71,2387.86,Exchange,Authorized
T00000739,O0001309,P00047,2023-01-27 21:33:00,2,428.55,36.33,147.74,968.51,Exchange,Settled
T00000740,O0000710,P00084,2025-06-07 09:11:00,5,3481.12,0.0,2088.67,19494.27,Exchange,Refunded
T00000741,O0000477,P00286,2025-09-20 20:39:00,3,620.78,81.86,213.66,1994.14,Sale,Refunded
T00000742,O0000012,P00355,2025-08-10 00:50:00,3,2166.1,147.51,1143.14,7493.93,Sale,Authorized
T00000743,O0000558,P00569,2025-03-07 16:30:00,1,1806.43,53.12,210.4,1963.71,Sale,Authorized
T00000744,O0000024,P00147,2023-01-16 07:38:00,5,856.3,0.0,214.07,4495.57,Refund,Settled
T00000745,O0001101,P00448,2025-11-02 09:47:00,2,525.43,35.16,182.83,1198.53,Sale,Captured
T00000746,O0001299,P00491,2024-04-14 17:09:00,3,1134.64,0.0,408.47,3812.39,Refund,Authorized
T00000747,O0000175,P00596,2025-10-01 07:50:00,3,1376.2,67.83,203.04,4263.81,Sale,Failed
T00000748,O0000292,P00547,2026-01-17 14:11:00,3,1009.15,65.84,355.39,3317.0,Exchange,Captured
T00000749,O0000987,P00063,2025-09-03 22:18:00,3,1009.6,0.0,363.46,3392.26,Sale,Refunded
T00000750,O0000104,P00170,2025-10-29 11:41:00,2,2519.6,0.0,251.96,5291.16,Sale,Authorized
T00000751,O0001069,P00181,2026-03-30 01:37:00,4,2233.41,95.56,1590.85,10428.93,Sale,Refunded
T00000752,O0000136,P00207,2024-08-06 13:06:00,2,2263.16,0.0,226.32,4752.64,Sale,Failed
T00000753,O0000659,P00330,2024-08-18 20:35:00,3,2473.61,118.97,876.22,8178.08,Sale,Failed
T00000754,O0001144,P00058,2025-05-28 13:23:00,4,484.62,31.75,228.81,2135.54,Sale,Authorized
T00000755,O0000370,P00459,2024-12-15 18:41:00,3,1275.1,19.38,1065.66,4871.58,Refund,Failed
T00000756,O0000973,P00237,2025-10-11 03:11:00,4,4034.42,70.12,1928.11,17995.67,Sale,Authorized
T00000757,O0000423,P00022,2024-03-20 04:15:00,3,788.83,138.5,623.84,2851.83,Sale,Failed
T00000758,O0000597,P00618,2023-07-23 12:01:00,2,356.72,18.2,83.43,778.67,Exchange,Refunded
T00000759,O0000008,P00633,2025-03-12 08:30:00,2,992.11,81.39,342.51,2245.34,Sale,Refunded
T00000760,O0000798,P00168,2023-10-01 13:29:00,1,448.93,0.0,125.7,574.63,Sale,Failed
T00000761,O0000428,P00442,2024-01-17 04:07:00,1,2299.41,22.19,273.27,2550.49,Refund,Settled
T00000762,O0000612,P00272,2024-11-30 07:57:00,4,1386.16,0.0,998.04,6542.68,Refund,Refunded
T00000763,O0000208,P00446,2024-05-16 18:26:00,2,945.95,0.0,340.54,2232.44,Sale,Authorized
T00000764,O0000355,P00213,2025-08-28 16:31:00,2,692.82,122.74,63.15,1326.05,Refund,Captured
T00000765,O0001032,P00465,2025-02-23 20:55:00,5,5699.3,0.0,3419.58,31916.08,Sale,Authorized
T00000766,O0001306,P00640,2025-12-07 10:51:00,4,1209.91,0.0,1355.1,6194.74,Exchange,Settled
T00000767,O0001214,P00168,2025-03-05 13:55:00,5,448.93,67.4,108.86,2286.11,Sale,Refunded
T00000768,O0000272,P00584,2025-09-30 14:52:00,4,2272.63,18.31,2540.22,11612.43,Sale,Captured
T00000769,O0000038,P00464,2023-08-22 22:12:00,3,1175.56,0.0,634.8,4161.48,Sale,Authorized
T00000770,O0000306,P00558,2025-10-15 15:54:00,-2,3367.52,72.69,-3.63,-76.32,Exchange,Failed
T00000771,O0000766,P00425,2026-02-05 20:00:00,1,1666.94,0.0,200.03,1866.97,Sale,Captured
T00000772,O0000795,P00444,2025-01-06 17:27:00,1,2184.05,20.64,605.75,2769.16,Sale,Failed
T00000773,O0000448,P00558,2025-12-05 08:01:00,5,3367.52,107.09,2007.66,18738.17,Refund,Refunded
T00000774,O0000522,P00590,2023-12-10 14:13:00,5,1035.11,36.89,924.96,6063.62,Sale,Failed
T00000775,O0000660,P00308,2024-07-02 12:44:00,4,779.47,112.03,841.64,3847.49,Refund,Refunded
T00000776,O0000227,P00514,2026-01-12 01:31:00,5,3350.99,0.0,4691.39,21446.34,Sale,Authorized
T00000777,O0001166,P00483,2023-11-24 00:01:00,4,696.85,40.99,329.57,3075.98,Sale,Captured
T00000778,O0000509,P00352,2023-12-05 08:21:00,3,980.55,0.0,147.08,3088.73,Sale,Captured
T00000779,O0000347,P00370,2023-08-05 02:56:00,3,358.44,99.03,175.73,1152.02,Sale,Captured
T00000780,O0000911,P00399,2024-09-12 19:20:00,3,1314.22,53.02,1089.1,4978.74,Refund,Captured
T00000781,O0000988,P99999,2023-07-23 09:44:00,4,1495.09,87.27,707.17,6600.26,Sale,Captured
T00000782,O0001083,P00592,2025-04-28 19:36:00,5,808.72,0.0,202.18,4245.78,Sale,Captured
T00000783,O0000123,P00265,2024-04-02 21:27:00,3,1026.13,14.9,153.17,3216.66,Refund,Refunded
T00000784,O0000644,P00552,2025-09-18 19:50:00,1,2060.17,0.0,576.85,2637.02,Refund,Settled
T00000785,O0001423,P00639,2026-03-28 14:41:00,3,854.95,75.17,298.76,2788.44,Refund,Failed
T00000786,O0000007,P00032,2023-12-04 20:58:00,3,2315.84,0.0,833.7,7781.22,Exchange,Settled
